posturl,browseUser,postcontent,views,likes,saves,shares,commentcounts
https://www.tiktok.com/@quocthanh0308/video/7097567038163389723,https://www.tiktok.com/@quocthanh0308,"['#sponsored', '#sponsored', 'Ét Ô Ét!!! Up mood phiêu cùng chiếc beat của', '#RedBullViCaPheULanh', '#RedBullViCaPheULanh', 'nào các bạn ơiiii#', 'BatNapLaBatMood', 'BatNapLaBatMood', 'của cùng Thành để nhận được nhiều phần quà siêu hấp dẫn nhé!! #', 'RedBull', 'RedBull', '#', 'TCPVietnam', 'TCPVietnam', '#', 'ad', 'ad', '']",782.9K,16.4K,50,1070,66 comments
https://www.tiktok.com/@daolenyk/video/7097932237412338970,https://www.tiktok.com/@daolenyk,"['Bật nắp là up mood liềnnn! 🔥🔥Cùng Chiếc Bảnk tham gia thử thách #', 'BatNapLaBatMoodc', 'BatNapLaBatMoodc', 'ủa #R', 'edBull đ', 'edBull đ', 'ể nhận thật nhiều giải thưởng siêu xịn mịn nhé cả nhà ơi 😍😍#Re', 'dBullViCaPheULanh #T', 'dBullViCaPheULanh #T', 'C', 'PVietnam #a', 'PVietnam #a', 'd', '', '', '']",782.9K,18K,43,1368,68 comments
https://www.tiktok.com/@tieumyy93/video/7098323493028154651,https://www.tiktok.com/@tieumyy93,"['#sponsored', '#sponsored', 'Up mood không khó đã có', '#RedBullViCaPheULanh', '#RedBullViCaPheULanh', 'lo !!!                   Chần chờ gì mà không tham gia thử thách', '#BatNapLaBatMood', '#BatNapLaBatMood', 'để cháy cùng con beat cực ngầu và nhận được nhiều giải thưởng siêu to siêu khổng lồ nào các bạn ơi  🥳🥳🥳 #R', 'edBull #', 'edBull #', 'T', 'CPVietnam #', 'CPVietnam #', 'a', 'd #', 'd #', 's', 'ponsored', 'ponsored', '']",782.9K,20.1K,42,1426,75 comments
https://www.tiktok.com/@blvtiendungvleague/video/7131665189841227035,https://www.tiktok.com/@blvtiendungvleague,"['3 cái tên được tuyển thẳng vào học viện HAGL lộ diện', '#hagl', '#hagl', '', '#tcpvietnam', '#tcpvietnam', '', '#blvtiendungnextsports', '#blvtiendungnextsports', '']",782.9K,42.6K,493,1009,481 comments
https://www.tiktok.com/@cindymiicute/video/7097909039400635674,https://www.tiktok.com/@cindymiicute,"['Cùng Cindy feel con beat cực cháy của #RedBullViCaPheULanh nè cả nhà ơi 🥳', '', '', 'Hãy tham gia thử thách #BatNapLaBatMood để có cơ hội nhận nhiều giải thưởng siêu hot nhé cả nhà ❤️ #RedBull #TCPVietnam #ad']",782.9K,24.4K,212,1413,115 comments
https://www.tiktok.com/@ngotrikhanh.official/video/7227118240097455365,https://www.tiktok.com/@ngotrikhanh.official,"['Đi lạc 1 cái là trôi vô sự kiện nóng nhất xứ Huế luôn 🤣', '#RedBull', '#RedBull', '', '#TCPVietNam', '#TCPVietNam', '', '#seagames2023', '#seagames2023', '', '#theanh28', '#theanh28', '']",782.9K,87.6K,67,5423,306 comments
https://www.tiktok.com/@nhilaystore/video/7165114652781825306,https://www.tiktok.com/@nhilaystore,"['Thích quáaa', '', '#RedBull', '#RedBull', '', '#HAGL', '#HAGL', '', '#NangLuongTichCuc', '#NangLuongTichCuc', '', '#KhoiDayNoiLuc', '#KhoiDayNoiLuc', '', '#TCPVietnam', '#TCPVietnam', '', '#Tiếp_Năng_Lượng_Bừng_Sức_Sống', '#Tiếp_Năng_Lượng_Bừng_Sức_Sống', '', '#theanh28', '#theanh28', '']",12.9K,93.8K,1757,45,139 comments
https://www.tiktok.com/@lebong95/video/7098613345292438811,https://www.tiktok.com/@lebong95,"['Bật mood cháy hết mình với con beat nào 🔥🔥 Gét goooTham gia thử thách #', 'BatNapLaBatMood', 'BatNapLaBatMood', 'của #', 'RedBullViCaPheULanh', 'RedBullViCaPheULanh', 'cùng Bống để rinh thật nhiều phần quà cực hot nhé <3#R', 'edBull #', 'edBull #', 'T', 'CPVietnam #', 'CPVietnam #', 'a', 'd', 'd', '']",0,55.1K,134,4419,110 comments
https://www.tiktok.com/@lingg2809/video/7097576567592865050,https://www.tiktok.com/@lingg2809,"['Nhờ', '#RedBullViCaPheULanh', '#RedBullViCaPheULanh', 'bật mood chiến mọi deadline nào Tham gia thử thách #', 'BatNapLaBatMood', 'BatNapLaBatMood', 'cùng Hà để rinh nhiều phần quà hấp dẫn nha!!#R', 'edBull #', 'edBull #', 'T', 'CPVietnam #', 'CPVietnam #', 'a', 'd', 'd', '']",0,59.3K,268,6218,220 comments
https://www.tiktok.com/@tuyenvanhoa/video/7107859085365628187,https://www.tiktok.com/@tuyenvanhoa,"['Không khí lễ hội luôn 👏', '#hagl', '#hagl', '', '#hoanganhgialai', '#hoanganhgialai', '', '#tcpvietnam', '#tcpvietnam', '', '#nangluongtichcuc', '#nangluongtichcuc', '', '#tuyenvanhoa', '#tuyenvanhoa', '', '#vtmgr', '#vtmgr', '']",0,121.6K,1191,1148,1869 comments
https://www.tiktok.com/@tuyenvanhoa/video/7108198729848491291,https://www.tiktok.com/@tuyenvanhoa,"['Trả lời', '@minhchu1268', '@minhchu1268', 'bạn ấy đã có giày mới và đá khét luôn 👏', '#hagl', '#hagl', '', '#hoanganhgialai', '#hoanganhgialai', '', '#tcpvietnam', '#tcpvietnam', '', '#nangluongtichcuc', '#nangluongtichcuc', '', '#tuyenvanhoa', '#tuyenvanhoa', '', '#vtmgr', '#vtmgr', '']",0,134.5K,627,98,532 comments
https://www.tiktok.com/@tuyenvanhoa/video/7107928681422589210,https://www.tiktok.com/@tuyenvanhoa,"['Người cha quá tuyệt vời 🥰', '#hagl', '#hagl', '', '#hoanganhgialai', '#hoanganhgialai', '', '#tcpvietnam', '#tcpvietnam', '', '#nangluongtichcuc', '#nangluongtichcuc', '', '#tuyenvanhoa', '#tuyenvanhoa', '', '#vtmgr', '#vtmgr', '']",0,149.7K,886,127,475 comments
